model_name,api_kind,persona,scale,domain,n_items,mean_score,std_score,min_score,max_score,completion_status
Claude-Opus-4.6,anthropic,ESFJ,IPIP-NEO-120,Conscientiousness,120,4.45,0.5752,3,5,complete
Claude-Opus-4.6,anthropic,ESFJ,SD3,Machiavellianism,45,2.4444,1.2571,1,4,complete
Claude-Opus-4.6,anthropic,ESFJ,SD3,Narcissism,45,3.3111,0.9386,2,4,complete
Claude-Opus-4.6,anthropic,ESFJ,SD3,Psychopathy,45,1.3111,0.4629,1,2,complete
Claude-Opus-4.6,anthropic,ESFJ,ZKPQ-50-CC,Activity,50,1.0,0.0,1,1,complete
Claude-Opus-4.6,anthropic,ESFJ,ZKPQ-50-CC,Aggression-Hostility,50,0.2,0.4,0,1,complete
Claude-Opus-4.6,anthropic,ESFJ,ZKPQ-50-CC,Impulsive_Sensation_Seeking,50,0.0,0.0,0,0,complete
Claude-Opus-4.6,anthropic,ESFJ,ZKPQ-50-CC,Neuroticism-Anxiety,50,0.58,0.4936,0,1,complete
Claude-Opus-4.6,anthropic,ESFJ,ZKPQ-50-CC,Sociability,50,1.0,0.0,1,1,complete
Claude-Opus-4.6,anthropic,ENFJ,EPQR-A,Psychoticism,30,0.1667,0.3727,0,1,complete
Claude-Opus-4.6,anthropic,ENFJ,EPQR-A,Extraversion,30,1.0,0.0,1,1,complete
Claude-Opus-4.6,anthropic,ENFJ,EPQR-A,Neuroticism,30,0.8,0.4,0,1,complete
Claude-Opus-4.6,anthropic,ENFJ,EPQR-A,Lie,30,0.5,0.5,0,1,complete
Claude-Opus-4.6,anthropic,ENFJ,IPIP-NEO-120,Neuroticism,120,2.3333,0.8498,1,4,complete
Claude-Opus-4.6,anthropic,ENFJ,IPIP-NEO-120,Extraversion,120,4.3583,0.7505,2,5,complete
Claude-Opus-4.6,anthropic,ENFJ,IPIP-NEO-120,Openness,120,4.1417,0.6096,3,5,complete
Claude-Opus-4.6,anthropic,ENFJ,IPIP-NEO-120,Agreeableness,120,4.4583,0.865,2,5,complete
Claude-Opus-4.6,anthropic,ENFJ,IPIP-NEO-120,Conscientiousness,120,4.275,0.5317,3,5,complete
Claude-Opus-4.6,anthropic,ENFJ,SD3,Machiavellianism,45,2.3333,1.1547,1,4,complete
Claude-Opus-4.6,anthropic,ENFJ,SD3,Narcissism,45,3.6667,0.8165,2,5,complete
Claude-Opus-4.6,anthropic,ENFJ,SD3,Psychopathy,45,1.5556,0.4969,1,2,complete
Claude-Opus-4.6,anthropic,ENFJ,ZKPQ-50-CC,Activity,50,1.0,0.0,1,1,complete
Claude-Opus-4.6,anthropic,ENFJ,ZKPQ-50-CC,Aggression-Hostility,50,0.28,0.449,0,1,complete
Claude-Opus-4.6,anthropic,ENFJ,ZKPQ-50-CC,Impulsive_Sensation_Seeking,50,0.92,0.2713,0,1,complete
Claude-Opus-4.6,anthropic,ENFJ,ZKPQ-50-CC,Neuroticism-Anxiety,50,0.5,0.5,0,1,complete
Claude-Opus-4.6,anthropic,ENFJ,ZKPQ-50-CC,Sociability,50,1.0,0.0,1,1,complete
Claude-Opus-4.6,anthropic,ENTJ,EPQR-A,Psychoticism,30,0.1667,0.3727,0,1,complete
Claude-Opus-4.6,anthropic,ENTJ,EPQR-A,Extraversion,30,1.0,0.0,1,1,complete
Claude-Opus-4.6,anthropic,ENTJ,EPQR-A,Neuroticism,30,0.0,0.0,0,0,complete
Claude-Opus-4.6,anthropic,ENTJ,EPQR-A,Lie,30,0.3333,0.4714,0,1,complete
Claude-Opus-4.6,anthropic,ENTJ,IPIP-NEO-120,Neuroticism,120,1.6417,0.7615,1,4,complete
Claude-Opus-4.6,anthropic,ENTJ,IPIP-NEO-120,Extraversion,120,4.05,0.893,2,5,complete
Claude-Opus-4.6,anthropic,ENTJ,IPIP-NEO-120,Openness,120,3.2083,1.1895,2,5,complete
Claude-Opus-4.6,anthropic,ENTJ,IPIP-NEO-120,Agreeableness,120,3.2,0.9539,1,5,complete
Claude-Opus-4.6,anthropic,ENTJ,IPIP-NEO-120,Conscientiousness,120,4.5417,0.7059,2,5,complete
Claude-Opus-4.6,anthropic,ENTJ,SD3,Machiavellianism,45,2.8889,0.9938,2,4,complete
Claude-Opus-4.6,anthropic,ENTJ,SD3,Narcissism,45,4.2667,0.9978,2,5,complete
Claude-Opus-4.6,anthropic,ENTJ,SD3,Psychopathy,45,2.6,1.0198,1,4,complete
Claude-Opus-4.6,anthropic,ENTJ,ZKPQ-50-CC,Activity,50,1.0,0.0,1,1,complete
Claude-Opus-4.6,anthropic,ENTJ,ZKPQ-50-CC,Aggression-Hostility,50,1.0,0.0,1,1,complete
Claude-Opus-4.6,anthropic,ENTJ,ZKPQ-50-CC,Impulsive_Sensation_Seeking,50,0.56,0.4964,0,1,complete
Claude-Opus-4.6,anthropic,ENTJ,ZKPQ-50-CC,Neuroticism-Anxiety,50,0.0,0.0,0,0,complete
Claude-Opus-4.6,anthropic,ENTJ,ZKPQ-50-CC,Sociability,50,0.8,0.4,0,1,complete
Claude-Sonnet-4.6,anthropic,Default,EPQR-A,Psychoticism,30,0.1667,0.3727,0,1,complete
Claude-Sonnet-4.6,anthropic,Default,EPQR-A,Extraversion,30,0.3333,0.4714,0,1,complete
Claude-Sonnet-4.6,anthropic,Default,EPQR-A,Neuroticism,30,0.1667,0.3727,0,1,complete
Claude-Sonnet-4.6,anthropic,Default,EPQR-A,Lie,30,0.0667,0.2494,0,1,complete
Claude-Sonnet-4.6,anthropic,Default,IPIP-NEO-120,Neuroticism,120,2.15,0.8818,1,4,complete
Claude-Sonnet-4.6,anthropic,Default,IPIP-NEO-120,Extraversion,120,2.65,0.7708,1,4,complete
Claude-Sonnet-4.6,anthropic,Default,IPIP-NEO-120,Openness,120,3.5583,0.9815,1,5,complete
Claude-Sonnet-4.6,anthropic,Default,IPIP-NEO-120,Agreeableness,120,4.075,0.8283,2,5,complete
Claude-Sonnet-4.6,anthropic,Default,IPIP-NEO-120,Conscientiousness,120,3.825,0.6912,2,5,complete
Claude-Sonnet-4.6,anthropic,Default,SD3,Machiavellianism,45,2.1111,1.1967,1,4,complete
Claude-Sonnet-4.6,anthropic,Default,SD3,Narcissism,45,2.8,1.376,1,5,complete
Claude-Sonnet-4.6,anthropic,Default,SD3,Psychopathy,44,1.6364,0.8003,1,3,complete
Claude-Sonnet-4.6,anthropic,Default,ZKPQ-50-CC,Activity,50,0.04,0.196,0,1,complete
Claude-Sonnet-4.6,anthropic,Default,ZKPQ-50-CC,Aggression-Hostility,50,0.36,0.48,0,1,complete
Claude-Sonnet-4.6,anthropic,Default,ZKPQ-50-CC,Impulsive_Sensation_Seeking,50,0.36,0.48,0,1,complete
Claude-Sonnet-4.6,anthropic,Default,ZKPQ-50-CC,Neuroticism-Anxiety,50,0.64,0.48,0,1,complete
Claude-Sonnet-4.6,anthropic,Default,ZKPQ-50-CC,Sociability,50,0.1,0.3,0,1,complete
Claude-Sonnet-4.6,anthropic,ISTJ,EPQR-A,Psychoticism,30,0.0,0.0,0,0,complete
Claude-Sonnet-4.6,anthropic,ISTJ,EPQR-A,Extraversion,30,0.0,0.0,0,0,complete
Claude-Sonnet-4.6,anthropic,ISTJ,EPQR-A,Neuroticism,30,0.0,0.0,0,0,complete
Claude-Sonnet-4.6,anthropic,ISTJ,EPQR-A,Lie,30,0.8333,0.3727,0,1,complete
Claude-Sonnet-4.6,anthropic,ISTJ,IPIP-NEO-120,Neuroticism,120,1.8917,0.5291,1,3,complete
Claude-Sonnet-4.6,anthropic,ISTJ,IPIP-NEO-120,Extraversion,120,2.2,0.8226,1,4,complete
Claude-Sonnet-4.6,anthropic,ISTJ,IPIP-NEO-120,Openness,120,2.25,0.7773,1,4,complete
Claude-Sonnet-4.6,anthropic,ISTJ,IPIP-NEO-120,Agreeableness,120,3.8667,0.9393,2,5,complete
Claude-Sonnet-4.6,anthropic,ISTJ,IPIP-NEO-120,Conscientiousness,120,4.8333,0.4714,3,5,complete
Claude-Sonnet-4.6,anthropic,ISTJ,SD3,Machiavellianism,45,2.2222,1.1331,1,4,complete
Claude-Sonnet-4.6,anthropic,ISTJ,SD3,Narcissism,45,2.2222,0.7857,1,3,complete
Claude-Sonnet-4.6,anthropic,ISTJ,SD3,Psychopathy,45,1.2444,0.4298,1,2,complete
Claude-Sonnet-4.6,anthropic,ISTJ,ZKPQ-50-CC,Activity,50,0.44,0.4964,0,1,complete
Claude-Sonnet-4.6,anthropic,ISTJ,ZKPQ-50-CC,Aggression-Hostility,50,0.2,0.4,0,1,complete
Claude-Sonnet-4.6,anthropic,ISTJ,ZKPQ-50-CC,Impulsive_Sensation_Seeking,50,0.0,0.0,0,0,complete
Claude-Sonnet-4.6,anthropic,ISTJ,ZKPQ-50-CC,Neuroticism-Anxiety,50,0.1,0.3,0,1,complete
Claude-Sonnet-4.6,anthropic,ISTJ,ZKPQ-50-CC,Sociability,50,0.0,0.0,0,0,complete
Claude-Sonnet-4.6,anthropic,ISFJ,EPQR-A,Psychoticism,30,0.0,0.0,0,0,complete
Claude-Sonnet-4.6,anthropic,ISFJ,EPQR-A,Extraversion,30,0.0,0.0,0,0,complete
Claude-Sonnet-4.6,anthropic,ISFJ,EPQR-A,Neuroticism,30,0.3333,0.4714,0,1,complete
Claude-Sonnet-4.6,anthropic,ISFJ,EPQR-A,Lie,30,0.8333,0.3727,0,1,complete
Claude-Sonnet-4.6,anthropic,ISFJ,IPIP-NEO-120,Neuroticism,120,2.5167,0.7636,1,4,complete
Claude-Sonnet-4.6,anthropic,ISFJ,IPIP-NEO-120,Extraversion,120,2.2917,0.7895,1,4,complete
Claude-Sonnet-4.6,anthropic,ISFJ,IPIP-NEO-120,Openness,120,2.7583,0.8366,2,4,complete
Claude-Sonnet-4.6,anthropic,ISFJ,IPIP-NEO-120,Agreeableness,120,4.625,0.5637,3,5,complete
Claude-Sonnet-4.6,anthropic,ISFJ,IPIP-NEO-120,Conscientiousness,120,4.625,0.696,2,5,complete
Claude-Sonnet-4.6,anthropic,ISFJ,SD3,Machiavellianism,45,2.0222,1.1641,1,4,complete
Claude-Sonnet-4.6,anthropic,ISFJ,SD3,Narcissism,45,1.8,0.4,1,2,complete
Claude-Sonnet-4.6,anthropic,ISFJ,SD3,Psychopathy,45,1.1111,0.3143,1,2,complete
Claude-Sonnet-4.6,anthropic,ISFJ,ZKPQ-50-CC,Activity,50,0.1,0.3,0,1,complete
Claude-Sonnet-4.6,anthropic,ISFJ,ZKPQ-50-CC,Aggression-Hostility,50,0.1,0.3,0,1,complete
Claude-Sonnet-4.6,anthropic,ISFJ,ZKPQ-50-CC,Impulsive_Sensation_Seeking,50,0.0,0.0,0,0,complete
Claude-Sonnet-4.6,anthropic,ISFJ,ZKPQ-50-CC,Neuroticism-Anxiety,50,0.4,0.4899,0,1,complete
Claude-Sonnet-4.6,anthropic,ISFJ,ZKPQ-50-CC,Sociability,50,0.3,0.4583,0,1,complete
Claude-Sonnet-4.6,anthropic,INFJ,EPQR-A,Psychoticism,30,0.0,0.0,0,0,complete
Claude-Sonnet-4.6,anthropic,INFJ,EPQR-A,Extraversion,30,0.0,0.0,0,0,complete
Claude-Sonnet-4.6,anthropic,INFJ,EPQR-A,Neuroticism,30,0.8,0.4,0,1,complete
Claude-Sonnet-4.6,anthropic,INFJ,EPQR-A,Lie,30,0.5,0.5,0,1,complete
Claude-Sonnet-4.6,anthropic,INFJ,IPIP-NEO-120,Neuroticism,120,2.35,0.7599,1,4,complete
Claude-Sonnet-4.6,anthropic,INFJ,IPIP-NEO-120,Extraversion,120,2.375,0.857,1,4,complete
Claude-Sonnet-4.6,anthropic,INFJ,IPIP-NEO-120,Openness,120,4.4167,0.8122,2,5,complete
Claude-Sonnet-4.6,anthropic,INFJ,IPIP-NEO-120,Agreeableness,120,4.4167,0.9538,2,5,complete
Claude-Sonnet-4.6,anthropic,INFJ,IPIP-NEO-120,Conscientiousness,120,4.45,0.4975,4,5,complete
Claude-Sonnet-4.6,anthropic,INFJ,SD3,Machiavellianism,45,1.9333,0.9043,1,3,complete
Claude-Sonnet-4.6,anthropic,INFJ,SD3,Narcissism,45,2.5556,0.7762,1,4,complete
Claude-Sonnet-4.6,anthropic,INFJ,SD3,Psychopathy,45,1.3333,0.4714,1,2,complete
Claude-Sonnet-4.6,anthropic,INFJ,ZKPQ-50-CC,Activity,50,0.2,0.4,0,1,complete
Claude-Sonnet-4.6,anthropic,INFJ,ZKPQ-50-CC,Aggression-Hostility,50,0.2,0.4,0,1,complete
Claude-Sonnet-4.6,anthropic,INFJ,ZKPQ-50-CC,Impulsive_Sensation_Seeking,50,0.0,0.0,0,0,complete
Claude-Sonnet-4.6,anthropic,INFJ,ZKPQ-50-CC,Neuroticism-Anxiety,50,0.58,0.4936,0,1,complete
Claude-Sonnet-4.6,anthropic,INFJ,ZKPQ-50-CC,Sociability,50,0.1,0.3,0,1,complete
Claude-Sonnet-4.6,anthropic,INTJ,EPQR-A,Psychoticism,30,0.1667,0.3727,0,1,complete
Claude-Sonnet-4.6,anthropic,INTJ,EPQR-A,Extraversion,30,0.0,0.0,0,0,complete
Claude-Sonnet-4.6,anthropic,INTJ,EPQR-A,Neuroticism,30,0.0,0.0,0,0,complete
Claude-Sonnet-4.6,anthropic,INTJ,EPQR-A,Lie,30,0.6667,0.4714,0,1,complete
Claude-Sonnet-4.6,anthropic,INTJ,IPIP-NEO-120,Neuroticism,120,1.7583,0.7187,1,4,complete
Claude-Sonnet-4.6,anthropic,INTJ,IPIP-NEO-120,Extraversion,120,2.2917,1.0198,1,5,complete
Claude-Sonnet-4.6,anthropic,INTJ,IPIP-NEO-120,Openness,120,3.7167,1.0815,2,5,complete
Claude-Sonnet-4.6,anthropic,INTJ,IPIP-NEO-120,Agreeableness,120,3.3667,1.1397,2,5,complete
Claude-Sonnet-4.6,anthropic,INTJ,IPIP-NEO-120,Conscientiousness,120,4.5167,0.6829,3,5,complete
Claude-Sonnet-4.6,anthropic,INTJ,SD3,Machiavellianism,45,2.6667,0.9428,2,4,complete
Claude-Sonnet-4.6,anthropic,INTJ,SD3,Narcissism,45,2.9111,1.1318,1,5,complete
Claude-Sonnet-4.6,anthropic,INTJ,SD3,Psychopathy,45,1.7556,0.8207,1,4,complete
Claude-Sonnet-4.6,anthropic,INTJ,ZKPQ-50-CC,Activity,50,0.4,0.4899,0,1,complete
Claude-Sonnet-4.6,anthropic,INTJ,ZKPQ-50-CC,Aggression-Hostility,50,0.3,0.4583,0,1,complete
Claude-Sonnet-4.6,anthropic,INTJ,ZKPQ-50-CC,Impulsive_Sensation_Seeking,50,0.0,0.0,0,0,complete
Claude-Sonnet-4.6,anthropic,INTJ,ZKPQ-50-CC,Neuroticism-Anxiety,50,0.2,0.4,0,1,complete
Claude-Sonnet-4.6,anthropic,INTJ,ZKPQ-50-CC,Sociability,50,0.0,0.0,0,0,complete
Claude-Sonnet-4.6,anthropic,ISTP,EPQR-A,Psychoticism,30,0.1667,0.3727,0,1,complete
Claude-Sonnet-4.6,anthropic,ISTP,EPQR-A,Extraversion,30,0.0,0.0,0,0,complete
Claude-Sonnet-4.6,anthropic,ISTP,EPQR-A,Neuroticism,30,0.0,0.0,0,0,complete
Claude-Sonnet-4.6,anthropic,ISTP,EPQR-A,Lie,30,0.3333,0.4714,0,1,complete
Claude-Sonnet-4.6,anthropic,ISTP,IPIP-NEO-120,Neuroticism,120,1.9417,0.4707,1,3,complete
Claude-Sonnet-4.6,anthropic,ISTP,IPIP-NEO-120,Extraversion,120,2.175,0.7378,1,4,complete
Claude-Sonnet-4.6,anthropic,ISTP,IPIP-NEO-120,Openness,120,2.9,0.7348,1,4,complete
Claude-Sonnet-4.6,anthropic,ISTP,IPIP-NEO-120,Agreeableness,120,3.5083,1.0645,2,5,complete
Claude-Sonnet-4.6,anthropic,ISTP,IPIP-NEO-120,Conscientiousness,120,3.425,0.813,2,5,complete
Claude-Sonnet-4.6,anthropic,ISTP,SD3,Machiavellianism,45,2.4444,1.1653,1,4,complete
Claude-Sonnet-4.6,anthropic,ISTP,SD3,Narcissism,45,2.0889,0.5896,1,3,complete
Claude-Sonnet-4.6,anthropic,ISTP,SD3,Psychopathy,45,2.2667,0.8794,1,4,complete
Claude-Sonnet-4.6,anthropic,ISTP,ZKPQ-50-CC,Activity,50,0.2,0.4,0,1,complete
Claude-Sonnet-4.6,anthropic,ISTP,ZKPQ-50-CC,Aggression-Hostility,50,0.1,0.3,0,1,complete
Claude-Sonnet-4.6,anthropic,ISTP,ZKPQ-50-CC,Impulsive_Sensation_Seeking,50,0.5,0.5,0,1,complete
Claude-Sonnet-4.6,anthropic,ISTP,ZKPQ-50-CC,Neuroticism-Anxiety,50,0.0,0.0,0,0,complete
Claude-Sonnet-4.6,anthropic,ISTP,ZKPQ-50-CC,Sociability,50,0.0,0.0,0,0,complete
Claude-Sonnet-4.6,anthropic,ISFP,EPQR-A,Psychoticism,30,0.1667,0.3727,0,1,complete
Claude-Sonnet-4.6,anthropic,ISFP,EPQR-A,Extraversion,30,0.1667,0.3727,0,1,complete
Claude-Sonnet-4.6,anthropic,ISFP,EPQR-A,Neuroticism,30,0.6333,0.4819,0,1,complete
Claude-Sonnet-4.6,anthropic,ISFP,EPQR-A,Lie,30,0.3333,0.4714,0,1,complete
Claude-Sonnet-4.6,anthropic,ISFP,IPIP-NEO-120,Neuroticism,120,2.7083,0.7348,2,4,complete
Claude-Sonnet-4.6,anthropic,ISFP,IPIP-NEO-120,Extraversion,120,2.3417,0.8113,1,4,complete
Claude-Sonnet-4.6,anthropic,ISFP,IPIP-NEO-120,Openness,120,3.5,1.0801,2,5,complete
Claude-Sonnet-4.6,anthropic,ISFP,IPIP-NEO-120,Agreeableness,120,4.4333,0.7608,2,5,complete
Claude-Sonnet-4.6,anthropic,ISFP,IPIP-NEO-120,Conscientiousness,120,3.2417,0.8944,2,5,complete
Claude-Sonnet-4.6,anthropic,ISFP,SD3,Machiavellianism,45,2.1111,1.0999,1,4,complete
Claude-Sonnet-4.6,anthropic,ISFP,SD3,Narcissism,45,2.0,0.4714,1,3,complete
Claude-Sonnet-4.6,anthropic,ISFP,SD3,Psychopathy,45,1.2222,0.4157,1,2,complete
Claude-Sonnet-4.6,anthropic,ISFP,ZKPQ-50-CC,Activity,50,0.0,0.0,0,0,complete
Claude-Sonnet-4.6,anthropic,ISFP,ZKPQ-50-CC,Aggression-Hostility,50,0.1,0.3,0,1,complete
Claude-Sonnet-4.6,anthropic,ISFP,ZKPQ-50-CC,Impulsive_Sensation_Seeking,50,0.3,0.4583,0,1,complete
Claude-Sonnet-4.6,anthropic,ISFP,ZKPQ-50-CC,Neuroticism-Anxiety,50,0.6,0.4899,0,1,complete
Claude-Sonnet-4.6,anthropic,ISFP,ZKPQ-50-CC,Sociability,50,0.0,0.0,0,0,complete
Claude-Sonnet-4.6,anthropic,INFP,EPQR-A,Psychoticism,30,0.3333,0.4714,0,1,complete
Claude-Sonnet-4.6,anthropic,INFP,EPQR-A,Extraversion,30,0.0,0.0,0,0,complete
Claude-Sonnet-4.6,anthropic,INFP,EPQR-A,Neuroticism,30,0.8333,0.3727,0,1,complete
Claude-Sonnet-4.6,anthropic,INFP,EPQR-A,Lie,30,0.3333,0.4714,0,1,complete
Claude-Sonnet-4.6,anthropic,INFP,IPIP-NEO-120,Neuroticism,120,3.1833,0.7956,2,4,complete
Claude-Sonnet-4.6,anthropic,INFP,IPIP-NEO-120,Extraversion,120,2.3667,0.8158,1,4,complete
Claude-Sonnet-4.6,anthropic,INFP,IPIP-NEO-120,Openness,120,4.5417,0.5758,3,5,complete
Claude-Sonnet-4.6,anthropic,INFP,IPIP-NEO-120,Agreeableness,120,4.5417,0.7626,2,5,complete
Claude-Sonnet-4.6,anthropic,INFP,IPIP-NEO-120,Conscientiousness,120,3.3083,0.9556,2,5,complete
Claude-Sonnet-4.6,anthropic,INFP,SD3,Machiavellianism,45,1.6667,0.6667,1,3,complete
Claude-Sonnet-4.6,anthropic,INFP,SD3,Narcissism,45,2.2222,0.6285,2,4,complete
Claude-Sonnet-4.6,anthropic,INFP,SD3,Psychopathy,45,1.3111,0.4629,1,2,complete
Claude-Sonnet-4.6,anthropic,INFP,ZKPQ-50-CC,Activity,50,0.0,0.0,0,0,complete
Claude-Sonnet-4.6,anthropic,INFP,ZKPQ-50-CC,Aggression-Hostility,50,0.2,0.4,0,1,complete
Claude-Sonnet-4.6,anthropic,INFP,ZKPQ-50-CC,Impulsive_Sensation_Seeking,50,0.4,0.4899,0,1,complete
Claude-Sonnet-4.6,anthropic,INFP,ZKPQ-50-CC,Neuroticism-Anxiety,50,0.72,0.449,0,1,complete
Claude-Sonnet-4.6,anthropic,INFP,ZKPQ-50-CC,Sociability,50,0.02,0.14,0,1,complete
Claude-Sonnet-4.6,anthropic,INTP,EPQR-A,Psychoticism,30,0.2,0.4,0,1,complete
Claude-Sonnet-4.6,anthropic,INTP,EPQR-A,Extraversion,30,0.0,0.0,0,0,complete
Claude-Sonnet-4.6,anthropic,INTP,EPQR-A,Neuroticism,30,0.0,0.0,0,0,complete
Claude-Sonnet-4.6,anthropic,INTP,EPQR-A,Lie,30,0.1667,0.3727,0,1,complete
Claude-Sonnet-4.6,anthropic,INTP,IPIP-NEO-120,Neuroticism,120,2.4083,0.5986,2,4,complete
Claude-Sonnet-4.6,anthropic,INTP,IPIP-NEO-120,Extraversion,120,1.7583,0.6055,1,3,complete
Claude-Sonnet-4.6,anthropic,INTP,IPIP-NEO-120,Openness,120,3.8917,0.938,2,5,complete
Claude-Sonnet-4.6,anthropic,INTP,IPIP-NEO-120,Agreeableness,120,3.5083,1.0488,2,5,complete
Claude-Sonnet-4.6,anthropic,INTP,IPIP-NEO-120,Conscientiousness,120,3.0667,1.0467,2,5,complete
Claude-Sonnet-4.6,anthropic,INTP,SD3,Machiavellianism,45,2.3778,1.2163,1,4,complete
Claude-Sonnet-4.6,anthropic,INTP,SD3,Narcissism,45,2.2444,0.7932,1,4,complete
Claude-Sonnet-4.6,anthropic,INTP,SD3,Psychopathy,45,1.7778,0.6285,1,3,complete
Claude-Sonnet-4.6,anthropic,INTP,ZKPQ-50-CC,Activity,50,0.0,0.0,0,0,complete
Claude-Sonnet-4.6,anthropic,INTP,ZKPQ-50-CC,Aggression-Hostility,50,0.2,0.4,0,1,complete
Claude-Sonnet-4.6,anthropic,INTP,ZKPQ-50-CC,Impulsive_Sensation_Seeking,50,0.22,0.4142,0,1,complete
Claude-Sonnet-4.6,anthropic,INTP,ZKPQ-50-CC,Neuroticism-Anxiety,50,0.1,0.3,0,1,complete
Claude-Sonnet-4.6,anthropic,INTP,ZKPQ-50-CC,Sociability,50,0.0,0.0,0,0,complete
Claude-Sonnet-4.6,anthropic,ESTP,EPQR-A,Psychoticism,30,0.6667,0.4714,0,1,complete
Claude-Sonnet-4.6,anthropic,ESTP,EPQR-A,Extraversion,30,1.0,0.0,1,1,complete
Claude-Sonnet-4.6,anthropic,ESTP,EPQR-A,Neuroticism,30,0.1667,0.3727,0,1,complete
Claude-Sonnet-4.6,anthropic,ESTP,EPQR-A,Lie,30,0.0,0.0,0,0,complete
Claude-Sonnet-4.6,anthropic,ESTP,IPIP-NEO-120,Neuroticism,120,2.1333,1.125,1,5,complete
Claude-Sonnet-4.6,anthropic,ESTP,IPIP-NEO-120,Extraversion,120,4.75,0.433,4,5,complete
Claude-Sonnet-4.6,anthropic,ESTP,IPIP-NEO-120,Openness,120,2.8083,1.1496,1,5,complete
Claude-Sonnet-4.6,anthropic,ESTP,IPIP-NEO-120,Agreeableness,120,3.4417,0.9018,2,5,complete
Claude-Sonnet-4.6,anthropic,ESTP,IPIP-NEO-120,Conscientiousness,120,3.2833,1.156,2,5,complete
Claude-Sonnet-4.6,anthropic,ESTP,SD3,Machiavellianism,45,2.9333,0.7717,2,4,complete
Claude-Sonnet-4.6,anthropic,ESTP,SD3,Narcissism,45,4.1778,0.4848,3,5,complete
Claude-Sonnet-4.6,anthropic,ESTP,SD3,Psychopathy,45,3.4889,0.619,2,4,complete
Claude-Sonnet-4.6,anthropic,ESTP,ZKPQ-50-CC,Activity,50,1.0,0.0,1,1,complete
Claude-Sonnet-4.6,anthropic,ESTP,ZKPQ-50-CC,Aggression-Hostility,50,1.0,0.0,1,1,complete
Claude-Sonnet-4.6,anthropic,ESTP,ZKPQ-50-CC,Impulsive_Sensation_Seeking,50,1.0,0.0,1,1,complete
Claude-Sonnet-4.6,anthropic,ESTP,ZKPQ-50-CC,Neuroticism-Anxiety,50,0.0,0.0,0,0,complete
Claude-Sonnet-4.6,anthropic,ESTP,ZKPQ-50-CC,Sociability,50,1.0,0.0,1,1,complete
Claude-Sonnet-4.6,anthropic,ESFP,EPQR-A,Psychoticism,30,0.5,0.5,0,1,complete
Claude-Sonnet-4.6,anthropic,ESFP,EPQR-A,Extraversion,30,1.0,0.0,1,1,complete
Claude-Sonnet-4.6,anthropic,ESFP,EPQR-A,Neuroticism,30,0.3333,0.4714,0,1,complete
Claude-Sonnet-4.6,anthropic,ESFP,EPQR-A,Lie,30,0.0,0.0,0,0,complete
Claude-Sonnet-4.6,anthropic,ESFP,IPIP-NEO-120,Neuroticism,120,2.3,1.1299,1,5,complete
Claude-Sonnet-4.6,anthropic,ESFP,IPIP-NEO-120,Extraversion,120,4.6667,0.6872,3,5,complete
Claude-Sonnet-4.6,anthropic,ESFP,IPIP-NEO-120,Openness,120,3.4833,1.1971,1,5,complete
Claude-Sonnet-4.6,anthropic,ESFP,IPIP-NEO-120,Agreeableness,120,4.5333,0.9123,2,5,complete
Claude-Sonnet-4.6,anthropic,ESFP,IPIP-NEO-120,Conscientiousness,120,3.0083,0.9958,2,5,complete
Claude-Sonnet-4.6,anthropic,ESFP,SD3,Machiavellianism,45,1.8889,0.9938,1,4,complete
Claude-Sonnet-4.6,anthropic,ESFP,SD3,Narcissism,45,4.2222,0.6285,3,5,complete
Claude-Sonnet-4.6,anthropic,ESFP,SD3,Psychopathy,45,2.6667,0.8165,2,4,complete
Claude-Sonnet-4.6,anthropic,ESFP,ZKPQ-50-CC,Activity,50,1.0,0.0,1,1,complete
Claude-Sonnet-4.6,anthropic,ESFP,ZKPQ-50-CC,Aggression-Hostility,50,0.5,0.5,0,1,complete
Claude-Sonnet-4.6,anthropic,ESFP,ZKPQ-50-CC,Impulsive_Sensation_Seeking,50,1.0,0.0,1,1,complete
Claude-Sonnet-4.6,anthropic,ESFP,ZKPQ-50-CC,Neuroticism-Anxiety,50,0.2,0.4,0,1,complete
Claude-Sonnet-4.6,anthropic,ESFP,ZKPQ-50-CC,Sociability,50,1.0,0.0,1,1,complete
Claude-Sonnet-4.6,anthropic,ENFP,EPQR-A,Psychoticism,30,0.5,0.5,0,1,complete
Claude-Sonnet-4.6,anthropic,ENFP,EPQR-A,Extraversion,30,1.0,0.0,1,1,complete
Claude-Sonnet-4.6,anthropic,ENFP,EPQR-A,Neuroticism,30,0.5667,0.4955,0,1,complete
Claude-Sonnet-4.6,anthropic,ENFP,EPQR-A,Lie,30,0.0,0.0,0,0,complete
Claude-Sonnet-4.6,anthropic,ENFP,IPIP-NEO-120,Neuroticism,120,2.625,1.0333,1,4,complete
Claude-Sonnet-4.6,anthropic,ENFP,IPIP-NEO-120,Extraversion,120,4.5417,0.5758,3,5,complete
Claude-Sonnet-4.6,anthropic,ENFP,IPIP-NEO-120,Openness,120,4.7833,0.412,4,5,complete
Claude-Sonnet-4.6,anthropic,ENFP,IPIP-NEO-120,Agreeableness,120,4.4583,0.9119,2,5,complete
Claude-Sonnet-4.6,anthropic,ENFP,IPIP-NEO-120,Conscientiousness,120,2.95,1.1608,2,5,complete
