model,persona,condition,scale,domain,agreement
Claude-Sonnet-4.6,ISFP,MBTI,IPIP-NEO-120,Neuroticism,0.9710526315789474
Claude-Sonnet-4.6,ISFP,MBTI,IPIP-NEO-120,Openness,0.888888888888889
Claude-Sonnet-4.6,ISFP,MBTI,SD3,Narcissism,0.875
Claude-Sonnet-4.6,ISFP,MBTI,SD3,Psychopathy,0.9107142857142857
Claude-Sonnet-4.6,ISFP,MBTI,ZKPQ-50-CC,Activity,1.0
Claude-Sonnet-4.6,ISFP,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.6666666666666667
Claude-Sonnet-4.6,ISFP,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.33333333333333337
Claude-Sonnet-4.6,ISFP,MBTI,ZKPQ-50-CC,Sociability,1.0
Claude-Sonnet-4.6,INFP,MBTI,EPQR-A,Extraversion,1.0
Claude-Sonnet-4.6,INFP,MBTI,EPQR-A,Lie,0.75
Claude-Sonnet-4.6,INFP,MBTI,IPIP-NEO-120,Agreeableness,0.9600840336134455
Claude-Sonnet-4.6,INFP,MBTI,IPIP-NEO-120,Conscientiousness,0.9878151260504202
Claude-Sonnet-4.6,INFP,MBTI,IPIP-NEO-120,Extraversion,0.9904761904761905
Claude-Sonnet-4.6,INFP,MBTI,IPIP-NEO-120,Neuroticism,0.9189473684210526
Claude-Sonnet-4.6,INFP,MBTI,IPIP-NEO-120,Openness,0.9611111111111112
Claude-Sonnet-4.6,INFP,MBTI,SD3,Narcissism,0.8333333333333334
Claude-Sonnet-4.6,INFP,MBTI,SD3,Psychopathy,0.9392857142857143
Claude-Sonnet-4.6,INFP,MBTI,ZKPQ-50-CC,Activity,1.0
Claude-Sonnet-4.6,INFP,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.33333333333333337
Claude-Sonnet-4.6,INFP,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.19999999999999996
Claude-Sonnet-4.6,INFP,MBTI,ZKPQ-50-CC,Sociability,0.9666666666666667
Claude-Sonnet-4.6,INTP,MBTI,EPQR-A,Extraversion,1.0
Claude-Sonnet-4.6,INTP,MBTI,EPQR-A,Lie,0.5
Claude-Sonnet-4.6,INTP,MBTI,IPIP-NEO-120,Agreeableness,0.6592436974789916
Claude-Sonnet-4.6,INTP,MBTI,IPIP-NEO-120,Conscientiousness,0.7714285714285715
Claude-Sonnet-4.6,INTP,MBTI,IPIP-NEO-120,Extraversion,0.930952380952381
Claude-Sonnet-4.6,INTP,MBTI,IPIP-NEO-120,Neuroticism,0.9142105263157894
Claude-Sonnet-4.6,INTP,MBTI,IPIP-NEO-120,Openness,0.9566666666666667
Claude-Sonnet-4.6,INTP,MBTI,SD3,Narcissism,0.7166666666666666
Claude-Sonnet-4.6,INTP,MBTI,SD3,Psychopathy,0.9285714285714286
Claude-Sonnet-4.6,INTP,MBTI,ZKPQ-50-CC,Activity,1.0
Claude-Sonnet-4.6,INTP,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.33333333333333337
Claude-Sonnet-4.6,INTP,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.8888888888888888
Claude-Sonnet-4.6,INTP,MBTI,ZKPQ-50-CC,Sociability,1.0
Claude-Sonnet-4.6,ESTP,MBTI,EPQR-A,Extraversion,1.0
Claude-Sonnet-4.6,ESTP,MBTI,EPQR-A,Lie,1.0
Claude-Sonnet-4.6,ESTP,MBTI,IPIP-NEO-120,Agreeableness,0.8441176470588235
Claude-Sonnet-4.6,ESTP,MBTI,IPIP-NEO-120,Conscientiousness,0.6680672268907563
Claude-Sonnet-4.6,ESTP,MBTI,IPIP-NEO-120,Extraversion,0.9285714285714286
Claude-Sonnet-4.6,ESTP,MBTI,IPIP-NEO-120,Neuroticism,0.6631578947368422
Claude-Sonnet-4.6,ESTP,MBTI,IPIP-NEO-120,Openness,0.8788888888888888
Claude-Sonnet-4.6,ESTP,MBTI,SD3,Narcissism,0.8166666666666667
Claude-Sonnet-4.6,ESTP,MBTI,SD3,Psychopathy,0.8357142857142856
Claude-Sonnet-4.6,ESTP,MBTI,ZKPQ-50-CC,Activity,1.0
Claude-Sonnet-4.6,ESTP,MBTI,ZKPQ-50-CC,Aggression-Hostility,1.0
Claude-Sonnet-4.6,ESTP,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,1.0
Claude-Sonnet-4.6,ESTP,MBTI,ZKPQ-50-CC,Sociability,1.0
Claude-Sonnet-4.6,ESFP,MBTI,EPQR-A,Extraversion,1.0
Claude-Sonnet-4.6,ESFP,MBTI,EPQR-A,Lie,1.0
Claude-Sonnet-4.6,ESFP,MBTI,IPIP-NEO-120,Agreeableness,0.8957983193277312
Claude-Sonnet-4.6,ESFP,MBTI,IPIP-NEO-120,Conscientiousness,0.7449579831932772
Claude-Sonnet-4.6,ESFP,MBTI,IPIP-NEO-120,Extraversion,1.0
Claude-Sonnet-4.6,ESFP,MBTI,IPIP-NEO-120,Neuroticism,0.7157894736842105
Claude-Sonnet-4.6,ESFP,MBTI,IPIP-NEO-120,Openness,0.9266666666666666
Claude-Sonnet-4.6,ESFP,MBTI,SD3,Narcissism,0.8333333333333333
Claude-Sonnet-4.6,ESFP,MBTI,SD3,Psychopathy,0.7321428571428571
Claude-Sonnet-4.6,ESFP,MBTI,ZKPQ-50-CC,Activity,1.0
Claude-Sonnet-4.6,ESFP,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.7619047619047619
Claude-Sonnet-4.6,ESFP,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.7777777777777778
Claude-Sonnet-4.6,ESFP,MBTI,ZKPQ-50-CC,Sociability,1.0
Claude-Sonnet-4.6,ENFP,MBTI,EPQR-A,Extraversion,1.0
Claude-Sonnet-4.6,ENFP,MBTI,EPQR-A,Lie,1.0
Claude-Sonnet-4.6,ENFP,MBTI,IPIP-NEO-120,Agreeableness,0.9096638655462184
Claude-Sonnet-4.6,ENFP,MBTI,IPIP-NEO-120,Conscientiousness,0.8058823529411765
Claude-Sonnet-4.6,ENFP,MBTI,IPIP-NEO-120,Extraversion,0.9404761904761905
Claude-Sonnet-4.6,ENFP,MBTI,IPIP-NEO-120,Neuroticism,0.8184210526315789
Claude-Sonnet-4.6,ENFP,MBTI,IPIP-NEO-120,Openness,0.9977777777777779
Claude-Sonnet-4.6,ENFP,MBTI,SD3,Narcissism,0.7083333333333333
Claude-Sonnet-4.6,ENFP,MBTI,SD3,Psychopathy,0.75
Claude-Sonnet-4.6,ENFP,MBTI,ZKPQ-50-CC,Activity,0.625
Claude-Sonnet-4.6,ENFP,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.7619047619047619
Claude-Sonnet-4.6,ENFP,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.4444444444444444
Claude-Sonnet-4.6,ENFP,MBTI,ZKPQ-50-CC,Sociability,1.0
Claude-Sonnet-4.6,ENTP,MBTI,EPQR-A,Extraversion,1.0
Claude-Sonnet-4.6,ENTP,MBTI,EPQR-A,Lie,1.0
Claude-Sonnet-4.6,ENTP,MBTI,IPIP-NEO-120,Agreeableness,0.9004201680672268
Claude-Sonnet-4.6,ENTP,MBTI,IPIP-NEO-120,Conscientiousness,0.8899159663865547
Claude-Sonnet-4.6,ENTP,MBTI,IPIP-NEO-120,Extraversion,0.9761904761904763
Claude-Sonnet-4.6,ENTP,MBTI,IPIP-NEO-120,Neuroticism,0.736842105263158
Claude-Sonnet-4.6,ENTP,MBTI,IPIP-NEO-120,Openness,0.9944444444444445
Claude-Sonnet-4.6,ENTP,MBTI,SD3,Narcissism,0.5833333333333334
Claude-Sonnet-4.6,ENTP,MBTI,SD3,Psychopathy,0.775
Claude-Sonnet-4.6,ENTP,MBTI,ZKPQ-50-CC,Activity,0.875
Claude-Sonnet-4.6,ENTP,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.8095238095238095
Claude-Sonnet-4.6,ENTP,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.8888888888888888
Claude-Sonnet-4.6,ENTP,MBTI,ZKPQ-50-CC,Sociability,1.0
Claude-Sonnet-4.6,ESTJ,MBTI,EPQR-A,Extraversion,1.0
Claude-Sonnet-4.6,ESTJ,MBTI,EPQR-A,Lie,0.85
Claude-Sonnet-4.6,ESTJ,MBTI,IPIP-NEO-120,Agreeableness,0.7277310924369749
Claude-Sonnet-4.6,ESTJ,MBTI,IPIP-NEO-120,Conscientiousness,0.9966386554621849
Claude-Sonnet-4.6,ESTJ,MBTI,IPIP-NEO-120,Extraversion,0.7380952380952381
Claude-Sonnet-4.6,ESTJ,MBTI,IPIP-NEO-120,Neuroticism,0.9005263157894736
Claude-Sonnet-4.6,ESTJ,MBTI,IPIP-NEO-120,Openness,0.9855555555555555
Claude-Sonnet-4.6,ESTJ,MBTI,SD3,Narcissism,0.875
Claude-Sonnet-4.6,ESTJ,MBTI,SD3,Psychopathy,0.9107142857142857
Claude-Sonnet-4.6,ESTJ,MBTI,ZKPQ-50-CC,Activity,1.0
Claude-Sonnet-4.6,ESTJ,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.9809523809523809
Claude-Sonnet-4.6,ESTJ,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.0
Claude-Sonnet-4.6,ESTJ,MBTI,ZKPQ-50-CC,Sociability,0.6666666666666666
Claude-Sonnet-4.6,ESFJ,MBTI,EPQR-A,Extraversion,1.0
Claude-Sonnet-4.6,ESFJ,MBTI,EPQR-A,Lie,0.75
Claude-Sonnet-4.6,ESFJ,MBTI,IPIP-NEO-120,Agreeableness,0.9781512605042015
Claude-Sonnet-4.6,ESFJ,MBTI,IPIP-NEO-120,Conscientiousness,0.958403361344538
Claude-Sonnet-4.6,ESFJ,MBTI,IPIP-NEO-120,Extraversion,0.8928571428571429
Claude-Sonnet-4.6,ESFJ,MBTI,IPIP-NEO-120,Neuroticism,0.9368421052631579
Claude-Sonnet-4.6,ESFJ,MBTI,IPIP-NEO-120,Openness,0.9388888888888888
Claude-Sonnet-4.6,ESFJ,MBTI,SD3,Narcissism,0.85
Claude-Sonnet-4.6,ESFJ,MBTI,SD3,Psychopathy,0.9464285714285714
Claude-Sonnet-4.6,ESFJ,MBTI,ZKPQ-50-CC,Activity,1.0
Claude-Sonnet-4.6,ESFJ,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.33333333333333337
Claude-Sonnet-4.6,ESFJ,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.33333333333333326
Claude-Sonnet-4.6,ESFJ,MBTI,ZKPQ-50-CC,Sociability,1.0
Claude-Sonnet-4.6,ENFJ,MBTI,EPQR-A,Extraversion,1.0
Claude-Sonnet-4.6,ENFJ,MBTI,EPQR-A,Lie,0.6
Claude-Sonnet-4.6,ENFJ,MBTI,IPIP-NEO-120,Agreeableness,0.9684873949579831
Claude-Sonnet-4.6,ENFJ,MBTI,IPIP-NEO-120,Conscientiousness,0.9058823529411764
Claude-Sonnet-4.6,ENFJ,MBTI,IPIP-NEO-120,Extraversion,0.9880952380952381
Claude-Sonnet-4.6,ENFJ,MBTI,IPIP-NEO-120,Neuroticism,0.9526315789473685
Claude-Sonnet-4.6,ENFJ,MBTI,IPIP-NEO-120,Openness,0.9466666666666668
Claude-Sonnet-4.6,ENFJ,MBTI,SD3,Narcissism,0.875
Claude-Sonnet-4.6,ENFJ,MBTI,SD3,Psychopathy,0.9464285714285714
Claude-Sonnet-4.6,ENFJ,MBTI,ZKPQ-50-CC,Activity,0.875
Claude-Sonnet-4.6,ENFJ,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.33333333333333337
Claude-Sonnet-4.6,ENFJ,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.5555555555555556
Claude-Sonnet-4.6,ENFJ,MBTI,ZKPQ-50-CC,Sociability,1.0
Claude-Sonnet-4.6,ENTJ,MBTI,EPQR-A,Extraversion,1.0
Claude-Sonnet-4.6,ENTJ,MBTI,EPQR-A,Lie,1.0
Claude-Sonnet-4.6,ENTJ,MBTI,IPIP-NEO-120,Agreeableness,0.8025210084033614
Claude-Sonnet-4.6,ENTJ,MBTI,IPIP-NEO-120,Conscientiousness,0.9592436974789915
Claude-Sonnet-4.6,ENTJ,MBTI,IPIP-NEO-120,Extraversion,0.8571428571428572
Claude-Sonnet-4.6,ENTJ,MBTI,IPIP-NEO-120,Neuroticism,0.8647368421052631
Claude-Sonnet-4.6,ENTJ,MBTI,IPIP-NEO-120,Openness,0.8277777777777777
Claude-Sonnet-4.6,ENTJ,MBTI,SD3,Narcissism,0.7083333333333334
Claude-Sonnet-4.6,ENTJ,MBTI,SD3,Psychopathy,0.875
Claude-Sonnet-4.6,ENTJ,MBTI,ZKPQ-50-CC,Activity,1.0
Claude-Sonnet-4.6,ENTJ,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.5714285714285714
Claude-Sonnet-4.6,ENTJ,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.0
Claude-Sonnet-4.6,ENTJ,MBTI,ZKPQ-50-CC,Sociability,0.6666666666666666
DeepSeek-V3.2,Default,Default,EPQR-A,Extraversion,0.0
DeepSeek-V3.2,Default,Default,EPQR-A,Lie,0.30000000000000004
DeepSeek-V3.2,Default,Default,IPIP-NEO-120,Agreeableness,0.9075630252100843
DeepSeek-V3.2,Default,Default,IPIP-NEO-120,Conscientiousness,0.9050420168067227
DeepSeek-V3.2,Default,Default,IPIP-NEO-120,Extraversion,0.6547619047619048
DeepSeek-V3.2,Default,Default,IPIP-NEO-120,Neuroticism,0.8515789473684211
DeepSeek-V3.2,Default,Default,IPIP-NEO-120,Openness,0.6822222222222221
DeepSeek-V3.2,Default,Default,SD3,Narcissism,0.7416666666666665
DeepSeek-V3.2,Default,Default,SD3,Psychopathy,0.8607142857142858
DeepSeek-V3.2,Default,Default,ZKPQ-50-CC,Activity,0.42500000000000004
DeepSeek-V3.2,Default,Default,ZKPQ-50-CC,Aggression-Hostility,0.5047619047619047
DeepSeek-V3.2,Default,Default,ZKPQ-50-CC,Neuroticism-Anxiety,1.0
DeepSeek-V3.2,Default,Default,ZKPQ-50-CC,Sociability,0.6000000000000001
DeepSeek-V3.2,ISTJ,MBTI,EPQR-A,Extraversion,0.8
DeepSeek-V3.2,ISTJ,MBTI,EPQR-A,Lie,0.65
DeepSeek-V3.2,ISTJ,MBTI,IPIP-NEO-120,Agreeableness,0.8214285714285714
DeepSeek-V3.2,ISTJ,MBTI,IPIP-NEO-120,Conscientiousness,0.9756302521008404
DeepSeek-V3.2,ISTJ,MBTI,IPIP-NEO-120,Extraversion,0.8904761904761905
DeepSeek-V3.2,ISTJ,MBTI,IPIP-NEO-120,Neuroticism,0.8773684210526316
DeepSeek-V3.2,ISTJ,MBTI,IPIP-NEO-120,Openness,0.7899999999999999
DeepSeek-V3.2,ISTJ,MBTI,SD3,Narcissism,0.9166666666666666
DeepSeek-V3.2,ISTJ,MBTI,SD3,Psychopathy,0.875
DeepSeek-V3.2,ISTJ,MBTI,ZKPQ-50-CC,Activity,0.825
DeepSeek-V3.2,ISTJ,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.39047619047619053
DeepSeek-V3.2,ISTJ,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.6
DeepSeek-V3.2,ISTJ,MBTI,ZKPQ-50-CC,Sociability,1.0
DeepSeek-V3.2,ISFJ,MBTI,EPQR-A,Extraversion,0.6666666666666667
DeepSeek-V3.2,ISFJ,MBTI,EPQR-A,Lie,0.7
DeepSeek-V3.2,ISFJ,MBTI,IPIP-NEO-120,Agreeableness,0.9357142857142855
DeepSeek-V3.2,ISFJ,MBTI,IPIP-NEO-120,Conscientiousness,0.9369747899159666
DeepSeek-V3.2,ISFJ,MBTI,IPIP-NEO-120,Extraversion,0.9642857142857144
DeepSeek-V3.2,ISFJ,MBTI,IPIP-NEO-120,Neuroticism,0.7973684210526316
DeepSeek-V3.2,ISFJ,MBTI,IPIP-NEO-120,Openness,0.7833333333333334
DeepSeek-V3.2,ISFJ,MBTI,SD3,Narcissism,0.8583333333333333
DeepSeek-V3.2,ISFJ,MBTI,SD3,Psychopathy,0.9464285714285714
DeepSeek-V3.2,ISFJ,MBTI,ZKPQ-50-CC,Activity,0.8
DeepSeek-V3.2,ISFJ,MBTI,ZKPQ-50-CC,Aggression-Hostility,1.0
DeepSeek-V3.2,ISFJ,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.4
DeepSeek-V3.2,ISFJ,MBTI,ZKPQ-50-CC,Sociability,0.8500000000000001
DeepSeek-V3.2,INFJ,MBTI,EPQR-A,Extraversion,0.8666666666666667
DeepSeek-V3.2,INFJ,MBTI,EPQR-A,Lie,0.95
DeepSeek-V3.2,INFJ,MBTI,IPIP-NEO-120,Agreeableness,0.8445378151260503
DeepSeek-V3.2,INFJ,MBTI,IPIP-NEO-120,Conscientiousness,0.8478991596638656
DeepSeek-V3.2,INFJ,MBTI,IPIP-NEO-120,Extraversion,0.8928571428571428
DeepSeek-V3.2,INFJ,MBTI,IPIP-NEO-120,Neuroticism,0.8210526315789474
DeepSeek-V3.2,INFJ,MBTI,IPIP-NEO-120,Openness,0.7177777777777778
DeepSeek-V3.2,INFJ,MBTI,SD3,Narcissism,0.7833333333333333
DeepSeek-V3.2,INFJ,MBTI,SD3,Psychopathy,0.9285714285714286
DeepSeek-V3.2,INFJ,MBTI,ZKPQ-50-CC,Activity,0.3999999999999999
DeepSeek-V3.2,INFJ,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.2761904761904761
DeepSeek-V3.2,INFJ,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.4666666666666668
DeepSeek-V3.2,INFJ,MBTI,ZKPQ-50-CC,Sociability,0.9333333333333332
DeepSeek-V3.2,INTJ,MBTI,EPQR-A,Extraversion,0.9333333333333333
DeepSeek-V3.2,INTJ,MBTI,EPQR-A,Lie,0.55
DeepSeek-V3.2,INTJ,MBTI,IPIP-NEO-120,Agreeableness,0.8785714285714284
DeepSeek-V3.2,INTJ,MBTI,IPIP-NEO-120,Conscientiousness,0.9105042016806724
DeepSeek-V3.2,INTJ,MBTI,IPIP-NEO-120,Extraversion,0.9523809523809526
DeepSeek-V3.2,INTJ,MBTI,IPIP-NEO-120,Neuroticism,0.9542105263157895
DeepSeek-V3.2,INTJ,MBTI,IPIP-NEO-120,Openness,0.9766666666666667
DeepSeek-V3.2,INTJ,MBTI,SD3,Narcissism,0.9833333333333334
DeepSeek-V3.2,INTJ,MBTI,SD3,Psychopathy,0.8892857142857145
DeepSeek-V3.2,INTJ,MBTI,ZKPQ-50-CC,Activity,0.775
DeepSeek-V3.2,INTJ,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.5714285714285714
DeepSeek-V3.2,INTJ,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.9111111111111111
DeepSeek-V3.2,INTJ,MBTI,ZKPQ-50-CC,Sociability,1.0
DeepSeek-V3.2,ISTP,MBTI,EPQR-A,Extraversion,0.7333333333333334
DeepSeek-V3.2,ISTP,MBTI,EPQR-A,Lie,0.19999999999999996
DeepSeek-V3.2,ISTP,MBTI,IPIP-NEO-120,Agreeableness,0.8067226890756304
DeepSeek-V3.2,ISTP,MBTI,IPIP-NEO-120,Conscientiousness,0.9609243697478992
DeepSeek-V3.2,ISTP,MBTI,IPIP-NEO-120,Extraversion,0.919047619047619
DeepSeek-V3.2,ISTP,MBTI,IPIP-NEO-120,Neuroticism,0.9331578947368422
DeepSeek-V3.2,ISTP,MBTI,IPIP-NEO-120,Openness,0.9055555555555556
DeepSeek-V3.2,ISTP,MBTI,SD3,Narcissism,0.8916666666666666
DeepSeek-V3.2,ISTP,MBTI,SD3,Psychopathy,0.9535714285714285
DeepSeek-V3.2,ISTP,MBTI,ZKPQ-50-CC,Activity,0.7
DeepSeek-V3.2,ISTP,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.8
DeepSeek-V3.2,ISTP,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.9777777777777777
DeepSeek-V3.2,ISTP,MBTI,ZKPQ-50-CC,Sociability,1.0
DeepSeek-V3.2,ISFP,MBTI,EPQR-A,Extraversion,1.0
DeepSeek-V3.2,ISFP,MBTI,EPQR-A,Lie,0.7
DeepSeek-V3.2,ISFP,MBTI,IPIP-NEO-120,Agreeableness,0.9903361344537815
DeepSeek-V3.2,ISFP,MBTI,IPIP-NEO-120,Conscientiousness,0.9907563025210083
DeepSeek-V3.2,ISFP,MBTI,IPIP-NEO-120,Extraversion,0.8071428571428572
DeepSeek-V3.2,ISFP,MBTI,IPIP-NEO-120,Neuroticism,0.8736842105263158
DeepSeek-V3.2,ISFP,MBTI,IPIP-NEO-120,Openness,0.6933333333333334
DeepSeek-V3.2,ISFP,MBTI,SD3,Narcissism,0.9416666666666667
DeepSeek-V3.2,ISFP,MBTI,SD3,Psychopathy,0.9464285714285715
DeepSeek-V3.2,ISFP,MBTI,ZKPQ-50-CC,Activity,0.825
DeepSeek-V3.2,ISFP,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.7523809523809524
DeepSeek-V3.2,ISFP,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.6444444444444445
DeepSeek-V3.2,ISFP,MBTI,ZKPQ-50-CC,Sociability,0.6
DeepSeek-V3.2,INFP,MBTI,EPQR-A,Extraversion,0.7333333333333334
DeepSeek-V3.2,INFP,MBTI,EPQR-A,Lie,0.85
DeepSeek-V3.2,INFP,MBTI,IPIP-NEO-120,Agreeableness,0.8638655462184877
DeepSeek-V3.2,INFP,MBTI,IPIP-NEO-120,Conscientiousness,0.9441176470588237
DeepSeek-V3.2,INFP,MBTI,IPIP-NEO-120,Extraversion,0.8738095238095238
DeepSeek-V3.2,INFP,MBTI,IPIP-NEO-120,Neuroticism,0.8836842105263158
DeepSeek-V3.2,INFP,MBTI,IPIP-NEO-120,Openness,0.8511111111111112
DeepSeek-V3.2,INFP,MBTI,SD3,Narcissism,0.95
DeepSeek-V3.2,INFP,MBTI,SD3,Psychopathy,0.9750000000000001
DeepSeek-V3.2,INFP,MBTI,ZKPQ-50-CC,Activity,0.8
DeepSeek-V3.2,INFP,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.5809523809523809
DeepSeek-V3.2,INFP,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.5111111111111112
DeepSeek-V3.2,INFP,MBTI,ZKPQ-50-CC,Sociability,0.5
DeepSeek-V3.2,INTP,MBTI,EPQR-A,Extraversion,1.0
DeepSeek-V3.2,INTP,MBTI,EPQR-A,Lie,0.5
DeepSeek-V3.2,INTP,MBTI,IPIP-NEO-120,Agreeableness,0.773529411764706
DeepSeek-V3.2,INTP,MBTI,IPIP-NEO-120,Conscientiousness,0.8714285714285714
DeepSeek-V3.2,INTP,MBTI,IPIP-NEO-120,Extraversion,0.8761904761904762
DeepSeek-V3.2,INTP,MBTI,IPIP-NEO-120,Neuroticism,0.9763157894736842
DeepSeek-V3.2,INTP,MBTI,IPIP-NEO-120,Openness,0.8533333333333333
DeepSeek-V3.2,INTP,MBTI,SD3,Narcissism,0.8
DeepSeek-V3.2,INTP,MBTI,SD3,Psychopathy,0.9428571428571428
DeepSeek-V3.2,INTP,MBTI,ZKPQ-50-CC,Activity,0.925
DeepSeek-V3.2,INTP,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.49523809523809526
DeepSeek-V3.2,INTP,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.8888888888888888
DeepSeek-V3.2,INTP,MBTI,ZKPQ-50-CC,Sociability,1.0
DeepSeek-V3.2,ESTP,MBTI,EPQR-A,Extraversion,1.0
DeepSeek-V3.2,ESTP,MBTI,EPQR-A,Lie,0.9
DeepSeek-V3.2,ESTP,MBTI,IPIP-NEO-120,Agreeableness,0.7882352941176471
DeepSeek-V3.2,ESTP,MBTI,IPIP-NEO-120,Conscientiousness,0.43781512605042017
DeepSeek-V3.2,ESTP,MBTI,IPIP-NEO-120,Extraversion,0.8071428571428574
DeepSeek-V3.2,ESTP,MBTI,IPIP-NEO-120,Neuroticism,0.7526315789473683
DeepSeek-V3.2,ESTP,MBTI,IPIP-NEO-120,Openness,0.9533333333333333
DeepSeek-V3.2,ESTP,MBTI,SD3,Narcissism,0.9166666666666666
DeepSeek-V3.2,ESTP,MBTI,SD3,Psychopathy,0.775
DeepSeek-V3.2,ESTP,MBTI,ZKPQ-50-CC,Activity,1.0
DeepSeek-V3.2,ESTP,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.8857142857142858
DeepSeek-V3.2,ESTP,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.8888888888888888
DeepSeek-V3.2,ESTP,MBTI,ZKPQ-50-CC,Sociability,1.0
DeepSeek-V3.2,ESFP,MBTI,EPQR-A,Extraversion,1.0
DeepSeek-V3.2,ESFP,MBTI,EPQR-A,Lie,0.95
DeepSeek-V3.2,ESFP,MBTI,IPIP-NEO-120,Agreeableness,0.7092436974789917
DeepSeek-V3.2,ESFP,MBTI,IPIP-NEO-120,Conscientiousness,0.5138655462184875
DeepSeek-V3.2,ESFP,MBTI,IPIP-NEO-120,Extraversion,0.8333333333333333
DeepSeek-V3.2,ESFP,MBTI,IPIP-NEO-120,Neuroticism,0.8399999999999999
DeepSeek-V3.2,ESFP,MBTI,IPIP-NEO-120,Openness,0.9711111111111111
DeepSeek-V3.2,ESFP,MBTI,SD3,Narcissism,0.7166666666666667
DeepSeek-V3.2,ESFP,MBTI,SD3,Psychopathy,0.9714285714285714
DeepSeek-V3.2,ESFP,MBTI,ZKPQ-50-CC,Activity,0.925
DeepSeek-V3.2,ESFP,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.9809523809523809
DeepSeek-V3.2,ESFP,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.8444444444444444
DeepSeek-V3.2,ESFP,MBTI,ZKPQ-50-CC,Sociability,1.0
DeepSeek-V3.2,ENFP,MBTI,EPQR-A,Extraversion,1.0
DeepSeek-V3.2,ENFP,MBTI,EPQR-A,Lie,0.95
DeepSeek-V3.2,ENFP,MBTI,IPIP-NEO-120,Agreeableness,0.7025210084033614
DeepSeek-V3.2,ENFP,MBTI,IPIP-NEO-120,Conscientiousness,0.5710084033613446
DeepSeek-V3.2,ENFP,MBTI,IPIP-NEO-120,Extraversion,0.8166666666666669
DeepSeek-V3.2,ENFP,MBTI,IPIP-NEO-120,Neuroticism,0.9305263157894735
DeepSeek-V3.2,ENFP,MBTI,IPIP-NEO-120,Openness,0.8311111111111111
DeepSeek-V3.2,ENFP,MBTI,SD3,Narcissism,0.925
DeepSeek-V3.2,ENFP,MBTI,SD3,Psychopathy,0.9857142857142858
DeepSeek-V3.2,ENFP,MBTI,ZKPQ-50-CC,Activity,0.85
DeepSeek-V3.2,ENFP,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.7142857142857143
DeepSeek-V3.2,ENFP,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.8222222222222222
DeepSeek-V3.2,ENFP,MBTI,ZKPQ-50-CC,Sociability,1.0
DeepSeek-V3.2,ENTP,MBTI,EPQR-A,Extraversion,1.0
DeepSeek-V3.2,ENTP,MBTI,EPQR-A,Lie,1.0
DeepSeek-V3.2,ENTP,MBTI,IPIP-NEO-120,Agreeableness,0.7676470588235295
DeepSeek-V3.2,ENTP,MBTI,IPIP-NEO-120,Conscientiousness,0.6987394957983193
DeepSeek-V3.2,ENTP,MBTI,IPIP-NEO-120,Extraversion,0.8642857142857143
DeepSeek-V3.2,ENTP,MBTI,IPIP-NEO-120,Neuroticism,0.7494736842105262
